QTL,annotation,Locus_id,Seed-5 DAP,Seed- 10 DAP,Embryo- 25 DAP,Endosperm- 25 DAP,Endosperm- 25 DAP (replicate),Anther,Pistil,Pre-emergence inflorescence,Post-emergence inflorescence,Leaves-20 days,Leaves- 20 days (replicate),Shoots,Seedling four-leaf stage F1 93-11/Nipp,Seedling four-leaf stage F1 Nipp/93-11,Seedling four-leaf stage 93-11,Seedling four-leaf stage ,Germinating seed-3 days,Stem-60 days,Callus-35 days,60days-Mature roots,Mature leaves-60 days,Mature pollen,Immature panicle-90 days,Mature Sigma and Ovary,Salt Stress-Leaves-2wks,Salt Stress-Roots-2wks,Drought Stress-Leaves-2wks,Drought Stress-Roots-2wks,Cold Stress-Leaves-2wks,Cold Stress-Roots-2wks,M.oryzae infected-Resistant-6h,M.oryzae infected-Resistant-12h,M.oryzae-R-24h,Mock treatment-24hr,Untreated-leaves-2wks,Untreated-Roots-2wks,M.oryzae infected-Susceptible-6h,M.oryzae infected-Susceptible-12h,M.oryzae infected-Susceptible-24h,M.oryzae infected-Susceptible-96h,Rice leaf-beet armyworm damaged-24h,Rice leaf- Mechanical damaged-24h,Rice leaf-Water weevil damaged-24h,HighMilling-Developing seeds-6days,HighTaste-Developing seeds-6days,LowMilling-Developing seeds-6days,Control-Developing seeds-6days,LowTaste-Developing seeds-6days,start,stop,ori
qCDP4,"tyrosine protein kinase domain containing protein, putative, expressed",LOC_Os03g29410,1.58573,0.62031,0.330292,0.336522,0.33765,3.62657,0.378684,0,0,0,1.3605,11.2669,1.06979,0.687837,0.961202,0.69798,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16749300,16754225,-
qCDP4,expressed protein,LOC_Os03g29490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16810682,16812081,+
qCDP4,"60S ribosomal protein, putative, expressed",LOC_Os03g29460,511.799,123.278,208.32,49.2754,48.7473,60.4903,463.734,302.373,160.612,51.4329,110.966,72.3065,60.2096,113.378,60.0774,64.3241,no,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16787178,16787968,+
qCDP4,"transcription initiation factor IID, putative, expressed",LOC_Os03g29470,39.0404,11.0474,19.4255,3.86923,3.34551,10.9517,36.2433,22.3444,19.9033,6.75801,9.26225,9.84948,6.51626,6.25367,4.52405,3.36946,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16794234,16799486,+
qCDP4,"nodulation-signaling pathway 1 protein, putative, expressed",LOC_Os03g29480,0,0,0,0,0,0,0,0,0,0,0,0,0.24639,0.119645,0.296142,0.230236,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16804298,16805869,-
qCDP4,"domain of unknown function domain containing protein, expressed",LOC_Os03g29340,4.53003,2.82191,13.3395,3.303,3.6469,5.79509,13.4503,8.51207,4.71496,3.07082,8.06523,24.4192,3.79392,1.82807,0.26677,3.13052,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16692517,16698316,+
qCDP4,"domain of unknown function domain containing protein, expressed",LOC_Os03g29340,4.53003,2.82191,13.3395,3.303,3.6469,5.79509,13.4503,8.51207,4.71496,3.07082,8.06523,24.4192,3.79392,1.82807,0.26677,3.13052,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16692519,16698316,+
qCDP4,"von Willebrand factor type A domain containing protein, expressed",LOC_Os03g29350,13.4231,20.9997,18.9678,18.7963,19.3571,6.44007,11.5522,12.7064,20.6604,15.243,13.0479,67.3062,9.31263,9.35579,15.6488,12.1128,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16695922,16704617,-
qCDP4,"von Willebrand factor type A domain containing protein, expressed",LOC_Os03g29350,13.4231,20.9997,18.9678,18.7963,19.3571,6.44007,11.5522,12.7064,20.6604,15.243,13.0479,67.3062,9.31263,9.35579,15.6488,12.1128,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16695922,16704617,-
qCDP4,"von Willebrand factor type A domain containing protein, expressed",LOC_Os03g29350,13.4231,20.9997,18.9678,18.7963,19.3571,6.44007,11.5522,12.7064,20.6604,15.243,13.0479,67.3062,9.31263,9.35579,15.6488,12.1128,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16695922,16704617,-
qCDP5,expressed protein,LOC_Os05g08710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4774712,4776142,+
qCDP5,"retrotransposon protein, putative, unclassified, expressed",LOC_Os05g08720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4779978,4782016,+
qCDP5,"hydrolase, alpha/beta fold family domain containing protein, expressed",LOC_Os05g08740,0,0,0,0,0,0,3.78817,0,0,0,0,0,0.300663,0,0.326628,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4790958,4791909,-
qCDP5,"early fruit mRNA, putative, expressed",LOC_Os05g08730,10.4768,4.72419,19.3076,3.39188,3.54655,3.56915,14.9588,4.91693,9.73378,10.097,9.67782,22.0555,3.60964,4.43462,3.5337,6.64161,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,4786584,4789693,+
qCDP5,expressed protein,LOC_Os05g08760,0,0,0,0,0,0,0,0,0,0,0,0,0.205539,0,0.151893,0.0782803,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4804292,4805532,-
qCDP5,"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",LOC_Os05g08750,20.4866,8.36823,1.20506,3.17126,4.40803,19.7039,38.1524,2.09423,10.5474,9.69015,7.74053,4.45898,1.77123,1.60745,2.67472,2.36129,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4799111,4800891,-
qCDP5,expressed protein,LOC_Os05g08780,0,0,0,0,0,0,0,0,0.695599,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4827284,4830713,-
qCDP5,"DUF581 domain containing protein, expressed",LOC_Os05g08800,6.23067,1.14559,6.10485,0.534756,0,1.00902,10.653,13.5257,8.20109,0.945952,0.672074,0,0.707205,0.677164,0.935697,0.763456,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4837556,4839861,-
qCDP5,"MAR-binding filament-like protein 1, putative, expressed",LOC_Os05g08790,1.48042,0,3.4456,0,0,0.354768,3.69318,5.08572,2.55104,0.195052,0.447793,0,0.672925,1.36052,0.589041,1.24363,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4831845,4835649,-
qCDP5,"retrotransposon protein, putative, unclassified, expressed",LOC_Os05g08694,0,0,0,0,0,0,0,0,0,0,0,0,0.0523941,0,0.0395378,0.0198654,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4756707,4764729,+
qCDP5,expressed protein,LOC_Os05g08830,0,0,0,0,0,1.50742,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4875808,4876382,+
qCDP5,expressed protein,LOC_Os05g08820,27.8779,6.71806,6.37465,3.49639,3.61115,14.2735,45.6973,14.3837,24.5193,7.33128,5.54725,1.52684,2.29223,3.446,2.45309,4.84772,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4868041,4869599,+
qCDP5,expressed protein,LOC_Os05g08860,1.12519,0,0,0,0,1.52726,4.6774,0.444559,0,0,7.08712,0,2.88417,1.84081,1.10263,2.44683,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4895041,4895877,+
qCDP5,"retrotransposon protein, putative, Ty1-copia subclass, expressed",LOC_Os05g08870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4899180,4903080,-
qCDP5,"retrotransposon protein, putative, unclassified, expressed",LOC_Os05g08880,0,0,0,0,0,0,0,0,0,0,0,0,0.041247,0,0.0500536,0,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4904252,4909631,+
qCDP5,"uncharacterized protein At4g06744 precursor, putative, expressed",LOC_Os05g08770,48.6744,2.56641,17.9655,2.62928,2.58571,10.9828,38.1416,81.3944,10.7835,1.62329,2.72209,5.79148,5.37202,10.0093,9.05229,13.2055,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4812048,4815430,-
qCDP5,"uncharacterized protein At4g06744 precursor, putative, expressed",LOC_Os05g08770,48.6744,2.56641,17.9655,2.62928,2.58571,10.9828,38.1416,81.3944,10.7835,1.62329,2.72209,5.79148,5.37202,10.0093,9.05229,13.2055,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4812906,4815430,-
qCDP5,expressed protein,LOC_Os05g08910,1.30728,3.13486,0,4.14294,3.44554,0,5.27703,0,0,0,5.30761,0,0.929486,0,1.36805,0.366192,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4934567,4935229,-
qCDP5,"DnaK family protein, putative, expressed",LOC_Os05g08840,20.7568,4.77879,26.7064,1.9031,2.32717,15.7744,37.6004,40.9525,20.2974,7.6782,10.0288,8.79756,8.51399,14.842,9.14548,8.63427,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,4877623,4883601,+
qCDP5,expressed protein,LOC_Os05g08900,2.22492,0,0.716318,0,0,0,5.36414,0,0,1.20581,25.4852,1.471,1.12822,0.852365,0.222377,1.76066,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4925212,4928175,+
qCDP5,"late embryogenesis abundant protein, putative, expressed",LOC_Os05g08920,9.9166,0,1.15396,0,0,6.80397,14.3411,10.8792,9.93713,4.21853,4.48345,3.60881,4.83555,4.34858,3.39442,5.14777,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,4936626,4937468,-
qCDP5,"transposable element protein, putative, containing Pfam profile: PF03108, MuDR, expressed",LOC_Os05g08890,0,0,0.11623,0,0,0,0,0,0,0.0317723,0.0731706,0.358716,0.182053,0.0372246,0.250226,0.073214,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4913849,4920854,+
qCDP5,"phosphoribosyl transferase, putative, expressed",LOC_Os05g08950,12.2705,3.84015,3.41518,3.87579,3.60539,18.9826,14.566,5.03636,9.66624,5.70061,4.01648,6.44268,6.5667,5.90822,8.78857,9.79196,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4947678,4951874,-
qCDP5,"chloroplast lumen common family protein, putative, expressed",LOC_Os05g08930,14.0962,5.43189,4.87347,4.17431,3.9692,4.29425,9.26294,8.98009,14.7374,38.9727,27.2333,12.7558,28.9879,28.1004,18.972,21.1569,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4938258,4940959,-
qCDP5,"transposon protein, putative, Mariner sub-class, expressed",LOC_Os05g08940,0,0,0,0,0,0,0,0,0,0,0,0,0.0111339,0.00918188,0.00941658,0.0129647,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4942592,4946533,+
qCDP5,"cytochrome P450, putative, expressed",LOC_Os05g08850,0.408451,0.588271,0.449186,0.179849,0.0714849,0.104356,0.38705,0.170333,3.43884,0.698909,0.0895311,0,0.744273,0.0638603,0.973518,0.221106,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4885395,4888011,+
qCDP5,expressed protein,LOC_Os05g08854,3.33229,2.69725,3.15599,1.23374,0.726503,1.12442,2.88254,2.75622,1.67128,3.7175,1.88502,2.80909,5.7785,5.17919,5.9572,3.83886,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,4886631,4890243,-
qCDP5,expressed protein,LOC_Os05g08854,3.33229,2.69725,3.15599,1.23374,0.726503,1.12442,2.88254,2.75622,1.67128,3.7175,1.88502,2.80909,5.7785,5.17919,5.9572,3.83886,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,4886631,4890243,-
qCDP5,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",LOC_Os05g08810,6.04585,4.96764,9.70179,5.28246,4.22972,7.9852,10.5094,9.11148,10.5661,12.8621,12.161,12.0901,6.8193,8.09134,6.14792,8.82331,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4854173,4865677,-
qCDP5,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",LOC_Os05g08810,6.04585,4.96764,9.70179,5.28246,4.22972,7.9852,10.5094,9.11148,10.5661,12.8621,12.161,12.0901,6.8193,8.09134,6.14792,8.82331,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4854173,4865677,-
qCDP5,"ubiquitin-conjugating enzyme, putative, expressed",LOC_Os05g08960,105.835,44.999,61.5645,28.8238,28.3563,100.653,139.842,95.9935,175.228,92.7642,64.8222,98.7662,63.0728,90.8625,88.2982,91.5789,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,4958259,4964959,+
qCDP5,"ubiquitin-conjugating enzyme, putative, expressed",LOC_Os05g08960,105.835,44.999,61.5645,28.8238,28.3563,100.653,139.842,95.9935,175.228,92.7642,64.8222,98.7662,63.0728,90.8625,88.2982,91.5789,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,4958259,4964958,+
qCDP14,"MEGL3 - Maternally expressed gene MEG family protein precursor, putative, expressed",LOC_Os11g26600,0,0,0,0,0,0,7.47674,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15243982,15244670,-
qCDP14,expressed protein,LOC_Os11g26630,0,0,0,0,0,0,0,0,0,0,0,0,0.0808972,0,0.012381,0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15260390,15260770,-
qCDP14,hypothetical protein,LOC_Os11g26640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15261615,15262041,-
qCDP14,expressed protein,LOC_Os11g26620,0,0,0,0,0,7.66608,0,0,0,0,0,0,0.0127176,0,0.18631,0.243915,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15253376,15256955,+
qCDP14,"retrotransposon protein, putative, Ty3-gypsy subclass, expressed",LOC_Os11g26670,0,0,0,0,0,0,0,0,0,0,0,0,0.0153601,0.00332747,0.0159926,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15274020,15280149,-
qCDP14,expressed protein,LOC_Os11g26660,0,0,0,0,0,0,0,0,0,0,0,0,0.0589674,0,0.0246734,0.0838661,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15268529,15268909,-
qCDP14,expressed protein,LOC_Os11g26690,0,0,0,0,0,0,0,0,0,0,0,0,0.0272855,0.0434198,0.00693345,0,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15287273,15287590,-
qCDP14,expressed protein,LOC_Os11g26700,0,0,0,0,0,0,0,0,0,0,0,0,0.0559387,0,0,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15289422,15292376,+
qCDP14,"MEGL5 - Maternally expressed gene MEG family protein precursor, putative, expressed",LOC_Os11g26710,17.9949,0,0,0,0,0,0,1.99353,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15294871,15295411,-
qCDP14,expressed protein,LOC_Os11g26725,0,0,0,0,0,0,14.3998,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15310781,15311195,-
qCDP14,expressed protein,LOC_Os11g26720,0,0,0.990848,0,0,1.69629,0,0.344199,0,0,0.309487,0,1.17503,1.09985,1.51219,0.828253,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15301982,15305041,-
qCDP14,expressed protein,LOC_Os11g26730,0,0,0,0,0,0,0,0,0,0,0,0,0.144151,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15316550,15317325,-
qCDP14,"dehydrin, putative, expressed",LOC_Os11g26750,1.04503,7.1912,78.8836,8.17072,7.70405,1.5823,0.700384,0,0,1.18049,0.463094,0,0.39421,0.548238,0.550488,0.385951,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15320188,15321526,-
qCDP14,"dehydrin, putative, expressed",LOC_Os11g26760,1.4986,9.88781,110.619,10.576,11.0096,0.193044,0.160058,0,0,4.74429,1.58048,1.78418,0.723652,0.553674,1.07718,0.79546,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15327768,15328657,-
qCDP14,"transposon protein, putative, CACTA, En/Spm sub-class, expressed",LOC_Os11g26680,0,0,0,0,0,0.0691884,0,0,0,0,0,0,0.0591038,0.0307322,0.0110508,0.0527881,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15283084,15286614,+
qCDP14,"transposon protein, putative, unclassified, expressed",LOC_Os11g26770,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258511,0,0.11161,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15330971,15333813,-
qCDP14,expressed protein,LOC_Os11g26795,0,0,0,0,0,0,0,0,0,0,0,0,0.122273,0,0.700759,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15347831,15348073,+
qCDP14,"dehydrin, putative, expressed",LOC_Os11g26780,2.4569,8.82555,248.788,11.9538,10.1684,0,0,0,0,9.23848,3.49096,2.4493,0.696999,0.947842,1.31798,0.38402,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15336034,15337163,-
qCDP14,"dehydrin, putative, expressed",LOC_Os11g26790,24.6506,206.154,1848.8,330.172,318.225,0.688267,13.3384,0,1.37769,41.5814,13.5581,11.8987,1.99514,4.53369,5.34504,1.75215,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15342564,15343857,-
qCDP14,"retrotransposon protein, putative, unclassified, expressed",LOC_Os11g26810,0,0,0,0,0,0,0,0,0,0,0,0,0.205256,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15372553,15373062,+
qCDP14,"retrotransposon protein, putative, Ty3-gypsy subclass, expressed",LOC_Os11g26650,0,0,0,0,0,0,0,0,0,0,0,0,0.116524,0,0.117473,0,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15263377,15267881,+
qCDP14,expressed protein,LOC_Os11g26840,0,0,0,0,0,0,0,0,0,0,0,0,0.134403,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15418631,15419367,+
qCDP14,"ATP-binding region, ATPase-like domain containing protein, expressed",LOC_Os11g26830,1.48994,0.898989,0,0,0,0.878067,0,0,0.487868,0,0,0,0.173831,0.0488462,0.184032,0.087917,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15404440,15409270,-
qCDP14,"serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed",LOC_Os11g26860,178.921,44.949,99.7406,23.6837,22.5879,20.5668,118.208,336.749,499.662,135.008,94.8075,195.653,139.885,169.799,177.944,219.879,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15436709,15440045,+
qCDP14,"erythronate-4-phosphate dehydrogenase, putative, expressed",LOC_Os11g26850,501.504,54.5658,195.376,16.2267,16.0466,123.41,666.674,953.566,1217.13,156.132,327.359,863.907,308.484,372.433,352.891,743.603,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,15419950,15422974,-
qCDP14,"erythronate-4-phosphate dehydrogenase, putative, expressed",LOC_Os11g26850,501.504,54.5658,195.376,16.2267,16.0466,123.41,666.674,953.566,1217.13,156.132,327.359,863.907,308.484,372.433,352.891,743.603,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,15419950,15422974,-
qCDP3,expressed protein,LOC_Os03g03334,0,0,0,0,0,0,0,1.92309,0,0,0,0,0,0,0,0,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1427658,1428154,+
qCDP3,hypothetical protein,LOC_Os03g03340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1428208,1430440,+
qCDP3,"G-patch domain containing protein, expressed",LOC_Os03g03390,29.9089,21.2432,108.536,7.85021,8.3092,9.06354,45.1687,42.4061,62.9918,23.0666,34.835,36.7655,15.27,18.5505,13.3543,13.6694,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1444996,1448727,+
qCDP3,"serine/threonine-protein kinase, putative, expressed",LOC_Os03g03410,27.2063,10.4981,10.4856,13.7756,13.5448,11.3896,19.1724,39.2241,18.4898,6.16906,10.9556,48.475,17.6638,28.1788,30.3492,24.5269,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1457462,1461716,+
qCDP3,"CBS domain containing protein, expressed",LOC_Os03g03430,18.1599,12.1772,7.36625,5.74675,6.59414,67.5467,14.0781,16.0246,23.1792,8.93889,8.68454,5.77099,5.01656,5.36355,6.12945,5.55108,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1476335,1483361,+
qCDP3,expressed protein,LOC_Os03g03420,28.1382,12.2522,14.2534,11.3127,13.7634,47.8175,15.4612,21.3368,20.7406,10.8709,8.33895,8.01423,4.75653,6.61219,3.35901,7.77517,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1463499,1466923,-
qCDP3,expressed protein,LOC_Os03g03420,28.1382,12.2522,14.2534,11.3127,13.7634,47.8175,15.4612,21.3368,20.7406,10.8709,8.33895,8.01423,4.75653,6.61219,3.35901,7.77517,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1463499,1466923,-
qCDP3,"erythronate-4-phosphate dehydrogenase, putative, expressed",LOC_Os03g03460,26.1214,3.60922,57.0065,1.79642,1.8733,37.0281,63.2189,58.4585,50.386,13.4586,20.8012,22.1087,11.5692,19.2016,13.7327,18.7163,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1494308,1497245,-
qCDP3,"fatty acid hydroxylase, putative, expressed",LOC_Os03g03370,12.958,0.548373,2.22087,0,0.676651,76.2997,13.9078,3.73455,8.63863,6.67425,3.91255,82.3832,4.93189,3.30538,4.64371,3.65056,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,1436356,1439198,-
