MID,AA,Aa,aa,F statistic,p value,Trait,Frameshift,Effect,Site,Transcript,ID,QTL,Expression cluster,Functionally annotated,Outlier in expression,annotation,FDR adjusted p value
12261,72,31,68,11.077643917157214,3.0260318618193574e-05,Shoot_weight,no,synonymous,exon,LOC_Os07g36690.1,8907350,qCDP8,1,No,No,"CSLF2 - cellulose synthase-like family F; beta1,3;1,4 glucan synthase, expressed",0.0026389153209211923
9990,139,5,29,11.064205827849928,3.039995648228679e-05,Height_WO_husk,no,synonymous,intron,LOC_Os06g35470.1,7534047,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",0.0026498510076597525
10339,59,6,105,11.072510839198287,3.051054256072796e-05,Stress_Shoot_Na+,no,synonymous,intron,LOC_Os06g35540.1,7535766,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",0.0026582453045652966
2164,140,17,4,11.109672930845038,3.059134400972382e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798163,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0026637705774146085
11719,111,6,54,11.06491419019949,3.060258728915869e-05,Shoot_weight,no,missense,exon,LOC_Os07g36610.1,8903663,qCDP8,3,No,No,"CSLF9 - cellulose synthase-like family F; beta1,3;1,4 glucan synthase, expressed",0.0026637705774146085
27380,122,5,36,11.092998437880187,3.0789252669365824e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41690.1,15179224,qCDP17,1,No,No,"membrane associated DUF588 domain containing protein, putative, expressed",0.00267876574182748
2684,100,44,17,11.098761705363355,3.0885402056703136e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798823,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0026858753844637637
7610,116,6,51,11.042700313031338,3.098403035342077e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08950.1,5699438,qCDP5,1,No,No,"phosphoribosyl transferase, putative, expressed",0.0026931938574365276
6582,41,6,126,11.041908526637702,3.100575008595777e-05,Height_WO_husk,no,missense,exon,LOC_Os05g08770.2,5694553,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.002693823571893903
2303,46,45,70,11.092326002788868,3.106018496841134e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798367,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0026972937109758983
7511,50,6,117,11.039216813041504,3.1079702563613804e-05,Height_WO_husk,no,synonymous,exon,LOC_Os05g08900.1,5698840,qCDP5,2,No,No,expressed protein,0.00269772977942562
22557,70,5,96,11.040306101039645,3.127538122684143e-05,Root_length,no,synonymous,intron,LOC_Os10g35110.3,12347179,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.002712184737332335
22369,70,5,96,11.040306101039645,3.127538122684143e-05,Root_length,no,synonymous,intron,LOC_Os10g35110.1,12347179,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.002712184737332335
10561,89,8,74,11.039156243294745,3.13071822810652e-05,Shoot_weight,no,missense,exon,LOC_Os06g35660.1,7538992,qCDP7,1,No,No,"reticuline oxidase-like protein precursor, putative, expressed",0.002713677979742074
6741,51,4,116,11.030763659300797,3.154028502201793e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08800.1,5695632,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0027300683919058307
6743,51,4,116,11.030763659300797,3.154028502201793e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08800.1,5695634,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0027300683919058307
6742,51,4,116,11.030763659300797,3.154028502201793e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08800.1,5695633,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0027300683919058307
6401,110,4,46,11.078348785737331,3.157391340062128e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os03g29470.1,3303376,qCDP4,10,No,No,"transcription initiation factor IID, putative, expressed",0.002731319934622776
17289,70,15,85,11.032825854006472,3.159877388093948e-05,Stress_Shoot_weight,no,synonymous,exon,LOC_Os09g18594.1,11020760,qCDP11,1,No,No,"protein kinase domain containing protein, expressed",0.002731319934622776
17303,70,15,85,11.032825854006472,3.159877388093948e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os09g18594.2,11020760,qCDP11,1,No,No,"protein kinase domain containing protein, expressed",0.002731319934622776
2322,132,23,6,11.06663310466474,3.176800112547036e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798389,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0027446727063370636
26348,98,5,58,11.065409845368528,3.1802105299709556e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os12g41590.1,15176064,qCDP17,1,No,No,"oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed",0.002746344221009721
17548,103,9,58,11.01756080023557,3.2027755713561685e-05,Lost_Root_length,no,missense,exon,LOC_Os09g19160.1,11026099,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.002764547930563001
1941,154,8,11,11.002236018875134,3.2113975189533816e-05,Seed_volume,no,synonymous,intron,LOC_Os02g14929.1,1797862,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0027707050453278825
2267,133,17,11,11.050578034653345,3.221857475899484e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798315,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0027766093764340738
7576,50,4,109,11.041274785383477,3.2220519831193654e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os05g08920.1,5699363,qCDP5,1,Yes,No,"late embryogenesis abundant protein, putative, expressed",0.0027766093764340738
6145,104,5,54,11.039986722410138,3.2257009520958986e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os03g29350.4,3298833,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.0027766093764340738
6201,104,5,54,11.039986722410138,3.2257009520958986e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os03g29350.2,3298833,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.0027766093764340738
6257,104,5,54,11.039986722410138,3.2257009520958986e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os03g29350.1,3298833,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.0027766093764340738
22785,79,6,75,11.052968726313779,3.228412612347315e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os11g26620.1,13134309,qCDP14,1,No,No,expressed protein,0.0027776587478402
14237,149,4,20,10.992756233121657,3.238466728319515e-05,Height_WO_husk,no,missense,exon,LOC_Os08g43240.1,10401785,qCDP9,8,No,No,"LTPL97 - Protease inhibitor/seed storage/LTP family protein precursor, expressed",0.002785021525601949
17064,114,9,47,11.001102242706835,3.2496883864294046e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os09g18470.1,11016004,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.002793381102607447
10033,96,15,49,11.042395659259805,3.2584747282741965e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534092,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",0.0027970590613019077
15117,129,7,25,11.037696495069943,3.2584761122528405e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os08g43334.2,10403537,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.0027970590613019077
14644,129,7,25,11.037696495069943,3.2584761122528405e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os08g43334.1,10403537,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.0027970590613019077
17670,108,7,55,10.997383536705318,3.260383993061728e-05,Lost_Root_length,no,missense,exon,LOC_Os09g19160.1,11026324,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.0027974064596993434
17898,104,15,41,11.04047992823138,3.26395193627021e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os09g19274.1,11031072,qCDP11,2,No,No,expressed protein,0.002799177213547862
7545,52,79,42,10.982771574888638,3.267227270070335e-05,Width_WO_husk,no,missense,exon,LOC_Os05g08910.1,5699269,qCDP5,2,No,No,expressed protein,0.0027997945538525203
17998,48,71,41,11.039177604282965,3.2676806936956874e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os09g19274.1,11031182,qCDP11,2,No,No,expressed protein,0.0027997945538525203
6880,49,7,117,10.974166780830913,3.292220406656495e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696580,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0028182254723034673
7058,49,7,117,10.974166780830913,3.292220406656495e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696580,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0028182254723034673
1672,97,4,60,11.023375390845557,3.299682062942754e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14900.1,1797290,qCDP2,2,No,No,"1,3-beta-glucan synthase component domain containing protein, expressed",0.0028233141697179146
13935,115,37,8,11.02273234671423,3.3151389257688035e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os08g43180.1,10400368,qCDP9,5,No,No,expressed protein,0.002834432060594409
7238,49,7,117,10.966135594871528,3.31572197523591e-05,Height_WO_husk,no,synonymous,exon,LOC_Os05g08840.1,5697323,qCDP5,1,No,No,"DnaK family protein, putative, expressed",0.002834432060594409
22873,141,5,27,10.956184077733187,3.345078615923462e-05,Width_WO_husk,no,synonymous,intron,LOC_Os11g26620.1,13134398,qCDP14,1,No,No,expressed protein,0.002855745384126056
6934,55,70,48,10.955815941181324,3.3461696363294566e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696640,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.002855745384126056
7112,55,70,48,10.955815941181324,3.3461696363294566e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696640,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.002855745384126056
7579,52,29,92,10.954922407594124,3.3488192366533634e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08920.1,5699366,qCDP5,1,Yes,No,"late embryogenesis abundant protein, putative, expressed",0.002855745384126056
22319,77,7,87,10.962639193590373,3.349861458112402e-05,Root_length,no,synonymous,intron,LOC_Os10g35110.1,12347128,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.002855745384126056
22507,77,7,87,10.962639193590373,3.349861458112402e-05,Root_length,no,synonymous,intron,LOC_Os10g35110.3,12347128,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.002855745384126056
17979,75,51,44,10.962805483180542,3.3615578422160134e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os09g19274.1,11031163,qCDP11,2,No,No,expressed protein,0.002864404370130037
10288,59,6,108,10.94759019799142,3.370641814447691e-05,SES,no,synonymous,intron,LOC_Os06g35530.1,7535637,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",0.002870830396653159
17066,123,10,30,10.98614201616587,3.382041388212279e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g18470.1,11016006,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.002879221877156016
10585,93,48,19,10.996679610879438,3.39175598493899e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35670.1,7539303,qCDP7,5,No,No,expressed protein,0.0028848527824366817
10622,93,48,19,10.996679610879438,3.39175598493899e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35670.2,7539303,qCDP7,5,No,No,expressed protein,0.0028848527824366817
20405,85,5,71,10.99050850211564,3.396256239894386e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os10g34680.1,12338468,qCDP13,1,Yes,No,"vacuolar protein sorting-associated protein 52, putative, expressed",0.0028873608325461183
2353,152,7,14,10.932702382633627,3.415395569427934e-05,Seed_volume,no,synonymous,intron,LOC_Os02g14929.1,1798430,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0029010662152281763
17829,104,9,57,10.944501379318886,3.416395040900896e-05,Lost_Root_length,no,synonymous,intron,LOC_Os09g19170.1,11026531,qCDP11,1,No,No,expressed protein,0.0029010662152281763
23044,141,4,28,10.932154549739947,3.417053811810942e-05,Width_WO_husk,no,synonymous,intron,LOC_Os11g26720.1,13136722,qCDP14,1,No,No,expressed protein,0.0029010662152281763
24853,114,4,45,10.973787634219024,3.4189820996252286e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g28065.1,14761947,qCDP16,1,No,No,expressed protein,0.0029013797024179436
1613,97,4,60,10.981256058031542,3.4239559154700625e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14900.1,1797228,qCDP2,2,No,No,"1,3-beta-glucan synthase component domain containing protein, expressed",0.0029042761890108416
6597,51,4,108,10.962282921273443,3.453749534131496e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os05g08790.1,5695398,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.002928213158550667
27397,82,19,43,11.055298030592038,3.467002222098089e-05,Filtered_Stress_Chlorophyll_A,no,synonymous,intron,LOC_Os12g41690.1,15179239,qCDP17,1,No,No,"membrane associated DUF588 domain containing protein, putative, expressed",0.0029381107173609036
6965,50,6,115,10.921253334762051,3.474793933856283e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08810.2,5696486,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0029420343543705837
6787,50,6,115,10.921253334762051,3.474793933856283e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08810.1,5696486,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0029420343543705837
17069,122,20,21,10.950375603217983,3.4901107187196005e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g18470.1,11016009,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.002953658957497579
1727,77,6,78,10.958846386584687,3.4919972226633546e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14900.1,1797349,qCDP2,2,No,No,"1,3-beta-glucan synthase component domain containing protein, expressed",0.002953912196080229
6488,54,9,110,10.902771037331144,3.507199165799155e-05,Height_WO_husk,no,synonymous,exon,LOC_Os05g08730.1,5693739,qCDP5,1,Yes,No,"early fruit mRNA, putative, expressed",0.002965423738097332
23095,141,10,22,10.900372973497053,3.5146615222300633e-05,Width_WO_husk,no,synonymous,intron,LOC_Os11g26720.1,13136773,qCDP14,1,No,No,expressed protein,0.002970383784228042
7296,128,5,37,10.90155429599853,3.5486413101298746e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os05g08850.1,5697431,qCDP5,1,No,No,"cytochrome P450, putative, expressed",0.002996000007001777
22994,143,4,26,10.889349726812695,3.54917113358753e-05,Width_WO_husk,no,synonymous,exon,LOC_Os11g26710.1,13136129,qCDP14,7,No,No,"MEGL5 - Maternally expressed gene MEG family protein precursor, putative, expressed",0.002996000007001777
10517,140,5,28,10.8891494801631,3.5498011904561624e-05,Height_WO_husk,no,synonymous,intron,LOC_Os06g35630.1,7537813,qCDP7,2,No,No,"reticuline oxidase-like protein precursor, putative, expressed",0.002996000007001777
27553,127,5,31,10.928501535654664,3.55792039732486e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41690.1,15179402,qCDP17,1,No,No,"membrane associated DUF588 domain containing protein, putative, expressed",0.003001491323400528
22604,72,4,95,10.89232389237122,3.5649143135025896e-05,Root_length,no,synonymous,intron,LOC_Os10g35110.3,12347227,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.0030019482069811396
22365,72,4,95,10.89232389237122,3.5649143135025896e-05,Root_length,no,synonymous,intron,LOC_Os10g35110.1,12347175,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.0030019482069811396
22553,72,4,95,10.89232389237122,3.5649143135025896e-05,Root_length,no,synonymous,intron,LOC_Os10g35110.3,12347175,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.0030019482069811396
22416,72,4,95,10.89232389237122,3.5649143135025896e-05,Root_length,no,synonymous,intron,LOC_Os10g35110.1,12347227,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.0030019482069811396
26459,125,4,34,10.923495736731448,3.5736250474121334e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41600.2,15176368,qCDP17,1,No,No,"OsSAUR57 - Auxin-responsive SAUR gene family member, expressed",0.0030079223035884128
10195,79,40,51,10.892080202135523,3.5785054472908366e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35524.1,7535428,qCDP7,1,No,No,expressed protein,0.003009308015096361
10196,79,40,51,10.892080202135523,3.5785054472908366e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35524.1,7535428,qCDP7,1,No,No,expressed protein,0.003009308015096361
27569,127,7,29,10.920176917969048,3.5840758240482285e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41700.1,15179499,qCDP17,1,Yes,No,"LSD1 zinc finger domain containing protein, expressed",0.003012631033673782
5943,87,5,68,10.931277536791198,3.5920917988602616e-05,Filtered_Stress_Shoot_length,no,synonymous,exon,LOC_Os03g29340.1,3298715,qCDP4,1,No,No,"domain of unknown function domain containing protein, expressed",0.0030166438798190196
6035,87,5,68,10.931277536791198,3.5920917988602616e-05,Filtered_Stress_Shoot_length,no,synonymous,exon,LOC_Os03g29340.2,3298715,qCDP4,1,No,No,"domain of unknown function domain containing protein, expressed",0.0030166438798190196
17124,116,40,4,10.92883216107346,3.599810520385487e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os09g18470.1,11016065,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.00302176246208272
7107,49,5,119,10.868573992996442,3.6151469178637436e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696630,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0030319010428771637
6929,49,5,119,10.868573992996442,3.6151469178637436e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696630,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0030319010428771637
7578,52,31,90,10.860748085769577,3.6403195530222015e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08920.1,5699365,qCDP5,1,Yes,No,"late embryogenesis abundant protein, putative, expressed",0.003051637246925368
3060,76,5,80,10.90430079152018,3.663390867531332e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14980.2,1800012,qCDP2,2,No,No,"calcium-binding EF hand family protein, putative, expressed",0.00306821350336445
2901,76,5,80,10.90430079152018,3.663390867531332e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14980.1,1800012,qCDP2,2,No,No,"calcium-binding EF hand family protein, putative, expressed",0.00306821350336445
17353,103,12,55,10.85532414159842,3.696795199494508e-05,Lost_Root_length,no,missense,exon,LOC_Os09g19160.1,11025460,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.003093406414684928
17347,103,12,55,10.85532414159842,3.696795199494508e-05,Lost_Root_length,no,synonymous,exon,LOC_Os09g19160.1,11025456,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.003093406414684928
6319,64,27,69,10.895972246626004,3.7051758231531206e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os03g29410.1,3301047,qCDP4,1,No,No,"tyrosine protein kinase domain containing protein, putative, expressed",0.00309902571096088
17831,103,8,59,10.85132941518805,3.709887307506875e-05,Lost_Root_length,no,synonymous,intron,LOC_Os09g19170.1,11026533,qCDP11,1,No,No,expressed protein,0.003101572452502379
6365,62,6,82,10.939362790935977,3.724481277279786e-05,Filtered_Stress_Chlorophyll_B,no,synonymous,intron,LOC_Os03g29460.1,3303060,qCDP4,1,No,Yes,"60S ribosomal protein, putative, expressed",0.003110978302072568
6364,62,6,82,10.939362790935977,3.724481277279786e-05,Filtered_Stress_Chlorophyll_B,no,synonymous,intron,LOC_Os03g29460.1,3303060,qCDP4,1,No,Yes,"60S ribosomal protein, putative, expressed",0.003110978302072568
3916,14,4,155,10.830915501525169,3.73791594441704e-05,Width_WO_husk,no,synonymous,intron,LOC_Os03g03420.2,2844971,qCDP3,2,No,No,expressed protein,0.0031193998083229196
3876,14,4,155,10.830915501525169,3.73791594441704e-05,Width_WO_husk,no,synonymous,intron,LOC_Os03g03420.1,2844971,qCDP3,2,No,No,expressed protein,0.0031193998083229196
16835,135,5,31,10.831537762368225,3.762057384285518e-05,Shoot_weight,no,missense,exon,LOC_Os09g15540.1,10904360,qCDP10,1,No,No,"OsFBX312 - F-box domain containing protein, expressed",0.0031359063089090263
17615,105,12,53,10.835343337490542,3.762750557653872e-05,Lost_Root_length,no,synonymous,exon,LOC_Os09g19160.1,11026254,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.0031359063089090263
17614,105,12,53,10.835343337490542,3.762750557653872e-05,Lost_Root_length,no,synonymous,exon,LOC_Os09g19160.1,11026254,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.0031359063089090263
25051,117,21,32,10.831295725304454,3.776255847369305e-05,Lost_Root_length,no,missense,exon,LOC_Os12g28100.1,14764155,qCDP16,3,Yes,No,"NBS-LRR disease resistance protein, putative, expressed",0.003145752968645603
2365,107,44,10,10.868064149587314,3.781940284565177e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798445,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0031490786888482302
26224,34,78,38,10.919783203503632,3.788509081151436e-05,Filtered_Stress_Chlorophyll_B,no,missense,exon,LOC_Os12g41510.1,15174484,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.0031503196604212792
26222,34,78,38,10.919783203503632,3.788509081151436e-05,Filtered_Stress_Chlorophyll_B,no,missense,exon,LOC_Os12g41510.1,15174482,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.0031503196604212792
26223,34,78,38,10.919783203503632,3.788509081151436e-05,Filtered_Stress_Chlorophyll_B,no,synonymous,exon,LOC_Os12g41510.1,15174483,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.0031503196604212792
26400,124,15,11,10.917768723431557,3.795159676317613e-05,Filtered_Stress_Chlorophyll_B,no,synonymous,intron,LOC_Os12g41590.1,15176157,qCDP17,1,No,No,"oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed",0.003153032213226374
26399,124,15,11,10.917768723431557,3.795159676317613e-05,Filtered_Stress_Chlorophyll_B,no,synonymous,intron,LOC_Os12g41590.1,15176156,qCDP17,1,No,No,"oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed",0.003153032213226374
6546,48,9,116,10.811623108156876,3.802435910878528e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08770.2,5694517,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.00315766766182282
2895,98,8,55,10.856869721995773,3.819343080562074e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14980.1,1800006,qCDP2,2,No,No,"calcium-binding EF hand family protein, putative, expressed",0.003168879836346866
3054,98,8,55,10.856869721995773,3.819343080562074e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14980.2,1800006,qCDP2,2,No,No,"calcium-binding EF hand family protein, putative, expressed",0.003168879836346866
25053,117,8,45,10.816097474215708,3.8274058331260666e-05,Lost_Root_length,no,missense,exon,LOC_Os12g28100.1,14764158,qCDP16,3,Yes,No,"NBS-LRR disease resistance protein, putative, expressed",0.00317415430278414
6525,41,7,125,10.80034626407068,3.8406699446515136e-05,Seed_volume,no,synonymous,intron,LOC_Os05g08770.2,5694496,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.0031837357536732593
22739,141,5,27,10.79306715555011,3.865556040875583e-05,Width_WO_husk,no,synonymous,intron,LOC_Os11g26600.1,13133716,qCDP14,3,No,No,"MEGL3 - Maternally expressed gene MEG family protein precursor, putative, expressed",0.003200401921847088
6239,94,4,73,10.800291275787798,3.867653907702365e-05,Root_length,no,missense,exon,LOC_Os03g29350.1,3298812,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.003200401921847088
6127,94,4,73,10.800291275787798,3.867653907702365e-05,Root_length,no,missense,exon,LOC_Os03g29350.4,3298812,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.003200401921847088
6183,94,4,73,10.800291275787798,3.867653907702365e-05,Root_length,no,missense,exon,LOC_Os03g29350.2,3298812,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.003200401921847088
6929,48,5,110,10.828866146004179,3.884074394483595e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os05g08810.1,5696630,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.003211133917429574
7107,48,5,110,10.828866146004179,3.884074394483595e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os05g08810.2,5696630,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.003211133917429574
16437,133,4,33,10.79895920274615,3.885926714514561e-05,Lost_Shoot_weight,no,synonymous,intron,LOC_Os09g15420.1,10900789,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.0032112387281134983
11478,88,7,78,10.77669989845142,3.922110594356764e-05,Width_WO_husk,no,nonsense,exon,LOC_Os07g36570.1,8902226,qCDP8,2,No,No,"KI domain interacting kinase 1, putative, expressed",0.003239701649399884
26298,126,7,30,10.814613294896589,3.9331446706352816e-05,Filtered_Chlorophyll_B,no,missense,exon,LOC_Os12g41510.1,15174597,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.003242086046384388
2528,95,62,4,10.823269083997221,3.933874575328432e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798629,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.003242086046384388
6482,54,6,113,10.772766946249966,3.9358246102677535e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08730.1,5693733,qCDP5,1,Yes,No,"early fruit mRNA, putative, expressed",0.003242086046384388
6480,54,6,113,10.772766946249966,3.9358246102677535e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08730.1,5693731,qCDP5,1,Yes,No,"early fruit mRNA, putative, expressed",0.003242086046384388
7032,117,6,50,10.7718705081043,3.93895723061651e-05,Width_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696554,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.003242086046384388
6854,117,6,50,10.7718705081043,3.93895723061651e-05,Width_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696554,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.003242086046384388
1898,133,4,24,10.821146953004174,3.941223798210642e-05,Filtered_Length_WO_husk,no,synonymous,exon,LOC_Os02g14929.1,1797805,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.003242086046384388
